N°;Departamento;Municipio;Deporte 1;Deporte 2;Deporte 3;Deporte 4;Edad;Género;Grupo étnico;Condición de discapacidad;Grupo Vulnerable;Día inscripción;"Mes
inscripción";Año inscripción
13754;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;20;7;2020
13755;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;4;9;2020
13756;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Ninguna;22;7;2020
13757;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;4;9;2020
13758;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;SI;Ninguna;16;7;2020
13760;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;23;7;2020
13761;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;4;9;2020
13763;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;23;7;2020
13764;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;17;7;2020
13765;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;17;7;2020
13766;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;21;7;2020
13767;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;SI;Ninguna;18;7;2020
13768;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;20;7;2020
13770;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;22;7;2020
13771;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;SI;Ninguna;17;7;2020
13774;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;17;7;2020
13776;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;5;Femenino;Ninguna;No;Ninguna;15;7;2020
13777;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;21;7;2020
13778;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;15;7;2020
13780;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;AFRO;No;Ninguna;17;7;2020
13782;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Ninguna;20;7;2020
13783;Atlántico;Manatí;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;5;7;2020
13785;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;23;7;2020
13786;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Ninguna;No;Ninguna;19;7;2020
13788;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;17;7;2020
13789;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;22;7;2020
13790;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;15;7;2020
13792;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;21;7;2020
13793;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Ninguna;17;7;2020
13795;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;22;7;2020
13800;Atlántico;Manatí;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;7;7;2020
13805;Atlántico;Manatí;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;26;8;2020
13806;Atlántico;Manatí;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;26;8;2020
13808;Atlántico;Manatí;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;3;9;2020
13809;Atlántico;Manatí;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;3;9;2020
13810;Atlántico;Manatí;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;3;9;2020
13823;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Ninguna;11;8;2020
13830;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;20;8;2020
13840;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;6;8;2020
13842;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ninguna;No;Ninguna;11;7;2020
13844;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Ninguna;6;8;2020
13845;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;19;6;2020
13846;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;19;6;2020
13847;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;19;6;2020
13849;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Ninguna;No;Ninguna;8;7;2020
13850;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;23;7;2020
13851;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;18;8;2020
13853;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;No;Ninguna;6;8;2020
13854;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;SI;Ninguna;17;7;2020
13855;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;No;Ninguna;6;8;2020
13856;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;15;7;2020
13857;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;15;7;2020
13859;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;28;8;2020
13860;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;28;9;2020
13861;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;3;9;2020
13862;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ninguna;No;Ninguna;20;8;2020
13863;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;3;9;2020
13864;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;28;8;2020
13865;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;28;8;2020
13866;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;28;9;2020
13867;Atlántico;JUAN DE ACOSTA;Baloncesto;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;3;9;2020
13879;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;13;9;2020
13880;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;SI;Ninguna;13;9;2020
13881;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;13;9;2020
13882;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;13;9;2020
13883;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;SI;Ninguna;13;9;2020
13885;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ninguna;SI;Ninguna;13;9;2020
13886;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Visual;13;9;2020
13888;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Ninguna;No;Ninguna;13;9;2020
13890;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;13;9;2020
13891;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Visual;13;9;2020
13894;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;13;9;2020
13897;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Visual;13;9;2020
13900;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;13;9;2020
13901;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;13;9;2020
13904;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;13;9;2020
13906;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Ninguna;No;Ninguna;13;9;2020
13948;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Raizal;No;Ninguna;6;8;2020
13950;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Raizal;No;Ninguna;6;8;2020
13952;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Raizal;No;Ninguna;24;6;2020
13954;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Raizal;No;Ninguna;6;8;2020
13955;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Raizal;No;Ninguna;20;6;2020
13957;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Raizal;No;Ninguna;6;8;2020
13959;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Raizal;No;Ninguna;24;6;2020
13963;Bolívar;CORDOBA;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;No;Ninguna;14;9;2020
13964;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;SI;Ninguna;9;8;2020
13965;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;SI;Ninguna;9;9;2020
13967;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;SI;Ninguna;25;8;2020
13968;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;15;Masculino;Ninguna;SI;Ninguna;29;8;2020
13973;Bolívar;CORDOBA;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;14;9;2020
13974;Bolívar;CORDOBA;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;10;9;2020
13976;Bolívar;CORDOBA;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;14;9;2020
13977;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;SI;Ninguna;17;7;2020
13978;Bolívar;CORDOBA;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;No;Ninguna;14;9;2020
13979;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Raizal;No;Ninguna;6;8;2020
13981;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;SI;Ninguna;17;9;2020
13982;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Raizal;No;Ninguna;6;8;2020
13983;Bolívar;ZAMBRANO;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;SI;Ninguna;14;9;2020
13984;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Raizal;No;Ninguna;6;8;2020
13986;Bolívar;ZAMBRANO;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;SI;Ninguna;14;9;2020
13987;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Raizal;No;Ninguna;28;8;2020
13988;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;SI;Ninguna;28;8;2020
13989;Bolívar;ZAMBRANO;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;SI;Ninguna;14;9;2020
13991;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Raizal;No;Ninguna;6;8;2020
13992;Bolívar;ZAMBRANO;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;SI;Ninguna;14;9;2020
13993;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Raizal;No;Ninguna;6;8;2020
13994;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Raizal;No;Ninguna;14;7;2020
13996;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Raizal;No;Ninguna;18;7;2020
13997;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;SI;Ninguna;14;8;2020
14001;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;4;9;2020
14003;Bolívar;ZAMBRANO;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;SI;Ninguna;14;9;2020
14004;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;SI;Ninguna;28;8;2020
14005;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;4;9;2020
14006;Bolívar;ZAMBRANO;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;SI;Ninguna;14;9;2020
14007;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;4;9;2020
14009;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ninguna;SI;Ninguna;28;8;2020
14010;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;4;9;2020
14012;Bolívar;San Juan Nepomuceno;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;SI;Ninguna;12;9;2020
14014;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;SI;Ninguna;28;8;2020
14015;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;4;9;2020
14016;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ninguna;SI;Ninguna;18;7;2020
14017;Bolívar;San Juan Nepomuceno;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;SI;Ninguna;12;9;2020
14019;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;4;9;2020
14024;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;17;7;2020
14025;Bolívar;San Juan Nepomuceno;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;SI;Ninguna;3;3;2020
14028;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;SI;Ninguna;22;7;2020
14030;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;SI;Ninguna;28;8;2020
14031;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;22;7;2020
14034;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;15;7;2020
14037;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;21;7;2020
14053;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;18;7;2020
14057;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;22;7;2020
14059;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Ninguna;23;7;2020
14060;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;23;7;2020
14065;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;4;9;2020
14066;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Ninguna;14;7;2020
14067;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;19;7;2020
14068;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;18;7;2020
14069;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;18;7;2020
14070;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;22;7;2020
14071;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;22;7;2020
14072;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;21;7;2020
14077;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Ninguna;No;Ninguna;22;7;2020
14080;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Ninguna;23;7;2020
14081;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;22;7;2020
14084;Bolívar;SAN PABLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;17;7;2020
14117;Bolívar;SAN JACINTO DEL CAUCA;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;No;Ninguna;12;9;2020
14121;Bolívar;SAN JACINTO DEL CAUCA;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ninguna;No;Ninguna;24;8;2020
